"model","min_tstat","max_tstat","pval_one_neg","mean_dydx","pval_one_pos","n_defiers_true","pct_defiers_true","n_defiers_estimated","pct_defiers_estimated","estimate","pval_defier","N"
"Saturated First Stage",-5.0072071202148,2.9560050163807,2.80844658593178e-07,-0.210740003070332,0.00155826011051637,3613,0.18065,4576,0.2288,-0.208059299925301,0.00155826011051637,"Large"
"Forest",-9.33633449502936,5.98752759885123,4.98634598761826e-21,-0.594139678637618,1.06527399684769e-09,1183,0.05915,1614,0.0807,-0.613864457169093,1.06527399684769e-09,"Large"
"Saturated First Stage",-6.76270698666193,0.203887106995822,7.15077134999674e-12,-0.587550922708253,0.419220860291885,1183,0.05915,2515,0.12575,-0.613864457169093,0.419220860291885,"Large"
"Forest",-4.53452606054848,8.50831023314804,2.88664868868804e-06,0.538405775637032,8.82432278898972e-18,1149,0.05745,1977,0.09885,0.553459036052129,2.88664868868804e-06,"Large"
"Saturated First Stage",-1.89647691255359,6.92235170486455,0.0289629157304042,0.571631985222581,2.2210335663156e-12,1149,0.05745,1981,0.09905,0.553459036052129,0.0289629157304042,"Large"
"Forest",-8.1121137008139,15.5417772472746,2.48733589130476e-16,1.18080940457084,9.0448170306755e-55,2196,0.1098,1874,0.0937,1.16141402686783,2.48733589130476e-16,"Large"
"Saturated First Stage",-1.2680071277846,12.2899520175599,0.102412477917285,1.17930414988355,5.12834468333734e-35,2196,0.1098,1376,0.0688,1.16141402686783,0.102412477917285,"Large"
"Forest",-13.4764696973699,7.89334342593764,1.07578971952597e-41,-0.546172237004853,1.47098297983589e-15,2963,0.14815,3348,0.1674,-0.518030699634634,1.47098297983589e-15,"Large"
"Saturated First Stage",-11.1904296925084,6.66022637559209,3.37253737408004e-29,-0.51272616754447,1.36703067456553e-11,2963,0.14815,3244,0.1622,-0.518030699634634,1.36703067456553e-11,"Large"
"Forest",-12.9137880051087,16.3293393969484,1.88161417992165e-38,0.516524743038459,3.05208596234825e-60,3977,0.19885,4369,0.21845,0.517272702794241,1.88161417992165e-38,"Large"
"Saturated First Stage",-10.0192109639753,15.3062997002174,8.10157340127076e-24,0.541166695666538,3.47008094482144e-53,3977,0.19885,4106,0.2053,0.517272702794241,8.10157340127076e-24,"Large"
"Forest",-20.5559705883593,10.379087315401,3.40277951101066e-94,-0.588053896742676,1.54356149385892e-25,4235,0.21175,3675,0.18375,-0.562774725201945,1.54356149385892e-25,"Large"
"Saturated First Stage",-14.7371671631743,9.00261886562639,6.01981803015757e-49,-0.586543473960925,1.10198187776814e-19,4235,0.21175,3775,0.18875,-0.562774725201945,1.10198187776814e-19,"Large"
"Forest",-11.0995724802209,16.1627994643013,6.30226800437193e-29,1.02603875790048,4.61371977426189e-59,3307,0.16535,2948,0.1474,1.01703998747012,6.30226800437193e-29,"Large"
"Saturated First Stage",-7.4893929142176,17.0424398231389,3.75235652460977e-14,0.998804808940546,1.98892522348211e-65,3307,0.16535,3950,0.1975,1.01703998747012,3.75235652460977e-14,"Large"
"Forest",-4.69852378086047,12.2381541185619,1.31024340488631e-06,0.617363364496884,9.72018153572785e-35,3611,0.18055,3064,0.1532,0.639049897444039,1.31024340488631e-06,"Large"
"Saturated First Stage",-3.01706336224264,11.0635823499828,0.00127939577295542,0.678684581957781,9.42093056194303e-29,3611,0.18055,3452,0.1726,0.639049897444039,0.00127939577295542,"Large"
"Forest",-1.73326472425556,10.0993815350692,0.041524313803835,1.16845978830487,2.77958346577934e-24,362,0.0181,254,0.0127,1.1882949747049,0.041524313803835,"Large"
"Saturated First Stage",0.696400542768402,8.33837920929466,0.756902887291631,1.18858494368136,3.76578556401708e-17,362,0.0181,0,0,1.1882949747049,0.756902887291631,"Large"
"Forest",-9.32261385817122,3.12132413284574,5.67544161015101e-21,-0.617367836624904,0.000900198745360123,1392,0.0696,1666,0.0833,-0.595596375496018,0.000900198745360123,"Large"
